Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression Non-resistant	Expression Resistant	qValue Non-resistant vs Resistant
	3670868	3671839		+	ispB	EcE24377A_3673	octaprenyl diphosphate synthase	0	0	1.0
	3672066	3672344		+	sfsB	EcE24377A_3674	DNA-binding transcriptional regulator Nlp	0	0	1.0
	3673651	3672392		-	murA	EcE24377A_3675	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0	0	1.0
	3673975	3673706		-	-	EcE24377A_3676	BolA/YrbA family protein	0	0	1.0
	3673772	3674113		+	-	EcE24377A_3677	hypothetical protein	0	0	1.0
	3674413	3674120		-	yrbB	EcE24377A_3678	hypothetical protein	0	0	1.0
	3674401	3675036		+	-	EcE24377A_3680	hypothetical protein	0	0	1.0
	3675048	3674413		-	ttg2D	EcE24377A_3679	toluene tolerance protein Ttg2D	0	0	1.0
	3675618	3675067		-	-	EcE24377A_3681	Mce family protein	0	0	1.0
	3676405	3675623		-	-	EcE24377A_3682	toluene ABC transporter permease	0	0	1.0
	3677222	3676413		-	-	EcE24377A_3683	ABC transporter ATP-binding protein	0	0	1.0
	3677432	3678409		+	-	EcE24377A_3684	calcium/sodium:proton antiporter	0	0	1.0
	3678423	3679409		+	kdsD	EcE24377A_3685	D-arabinose 5-phosphate isomerase	0	0	1.0
3679430	3679430	3679996		+	kdsC	EcE24377A_3686	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	0	176	1.0
	3679993	3680568		+	-	EcE24377A_3687	hypothetical protein	0	0	1.0
	3680537	3681094		+	lptA	EcE24377A_3688	lipopolysaccharide transport periplasmic protein LptA	0	0	1.0
	3681101	3681826		+	lptB	EcE24377A_3689	ABC transporter ATP-binding protein	0	0	1.0
	3681874	3683307		+	rpoN	EcE24377A_3690	RNA polymerase factor sigma-54	0	0	1.0
	3683330	3683617		+	yfiA	EcE24377A_3691	sigma(54) modulation protein	0	0	1.0
	3683735	3684226		+	ptsN	EcE24377A_3692	PTS system transporter subunit IIA-like nitrogen-regulatory protein PtsN	0	0	1.0
3684272	3684272	3685126		+	-	EcE24377A_3693	hypothetical protein	0	116	1.0
	3685123	3685395		+	ptsO	EcE24377A_3694	phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr)	0	0	1.0
3685260			3685161	-	-	predicted RNA	antisense: ptsO	0	1000	1.0
	3685609	3686241		+	-	EcE24377A_3696	hypothetical protein	0	0	1.0
	3686966	3686238		-	mtgA	EcE24377A_3695	monofunctional biosynthetic peptidoglycan transglycosylase	0	0	1.0
	3687616	3686963		-	elbB	EcE24377A_3697	isoprenoid biosynthesis protein with amidotransferase-like domain	0	0	1.0
3687603			3687702	+	-	predicted RNA	antisense: elbB	0	1000	1.0
	3690182	3687846		-	arcB	EcE24377A_3698	aerobic respiration control sensor protein ArcB	0	82	0.0
3688523			3688622	+	-	predicted RNA	antisense: arcB	0	1000	1.0
	3691207	3690278		-	-	EcE24377A_3699	radical SAM family protein	0	0	1.0
	3691882	3696342		+	gltB	EcE24377A_3700	glutamate synthase subunit alpha	0	22	1.0
	3696355	3697773		+	gltD	EcE24377A_3701	glutamate synthase subunit beta	0	0	1.0
3696517			3696418	-	-	predicted RNA	antisense: gltD	0	1000	1.0
	3697957	3699084		+	-	EcE24377A_3702	hypothetical protein	0	0	1.0
	3699608	3699144		-	-	EcE24377A_3703	hypothetical protein	0	0	1.0
	3700480	3699605		-	-	EcE24377A_3704	N-acetylmannosamine kinase	0	0	1.0
	3701166	3700477		-	-	EcE24377A_3705	N-acetylmannosamine-6-phosphate 2-epimerase	0	0	1.0
	3702704	3701214		-	nanT1	EcE24377A_3706	sialic acid transporter	0	0	1.0
	3703706	3702813		-	nanA	EcE24377A_3707	N-acetylneuraminate lyase	0	0	1.0
	3704610	3703828		-	nanR	EcE24377A_3708	transcriptional regulator NanR	0	0	1.0
	3704999	3706321		+	-	EcE24377A_3709	cryptic C4-dicarboxylate transporter DcuD	0	0	1.0
	3706296	3706430		+	-	EcE24377A_3711	hypothetical protein	0	0	1.0
	3706861	3706364		-	sspB	EcE24377A_3710	ClpXP protease specificity-enhancing factor	0	0	1.0
	3707505	3706867		-	sspA	EcE24377A_3712	stringent starvation protein A	0	0	1.0
3707652			3707553	-	-	predicted RNA	-	0	1000	1.0
3707303			3707402	+	-	predicted RNA	antisense: sspA	0	1000	1.0
3707531			3707630	+	-	predicted RNA	-	0	1000	1.0
	3708292	3707900		-	rpsI	EcE24377A_3713	30S ribosomal protein S9	0	0	1.0
	3708736	3708308		-	rplM	EcE24377A_3714	50S ribosomal protein L13	0	0	1.0
	3710082	3708955		-	-	EcE24377A_3715	AFG1 family ATPase	0	0	1.0
3709997			3710275	+	-	predicted RNA	antisense: EcE24377A_3715	2014	0	0.0
3710493			3710155	-	-	predicted RNA	antisense: EcE24377A_3716	5141	0	0.0
	3710276	3710674	3710674	+	-	EcE24377A_3716	cytochrome d ubiquinol oxidase subunit III	2345	0	0.0
	3710828	3712195		+	degQ	EcE24377A_3717	serine endoprotease	0	0	1.0
	3712285	3713352		+	degS	EcE24377A_3718	serine endoprotease	0	0	1.0
	3714352	3713414		-	mdh	EcE24377A_3719	malate dehydrogenase	3	30	1.0
3714053			3714316	+	-	predicted RNA	antisense: mdh	156	378	1.0
3714489			3714353	-	-	predicted RNA	-	277	518	1.0
	3714787	3715257		+	argR	EcE24377A_3720	arginine repressor ArgR	0	0	1.0
	3715622	3715885		+	ycfR	EcE24377A_3721	protein YcfR	0	0	1.0
	3716213	3715941		-	-	EcE24377A_3722	hypothetical protein	0	0	1.0
	3718272	3716305		-	aaeB	EcE24377A_3723	p-hydroxybenzoic acid efflux subunit AaeB	0	0	1.0
	3719210	3718278		-	aaeA	EcE24377A_3724	p-hydroxybenzoic acid efflux subunit AaeA	0	0	1.0
	3719421	3719218		-	aaeX	EcE24377A_3725	hypothetical protein	0	0	1.0
	3719604	3720533		+	aaeR	EcE24377A_3726	DNA-binding transcriptional regulator	0	0	1.0
	3722106	3720661		-	tldD	EcE24377A_3727	protease TldD	0	0	1.0
	3726062	3722262		-	-	EcE24377A_3728	hypothetical protein	0	0	1.0
	3727599	3726130		-	cafA	EcE24377A_3729	ribonuclease G	0	0	1.0
	3728182	3727589		-	maf1	EcE24377A_3730	Maf-like protein	0	0	1.0
	3728679	3728191		-	lytS	EcE24377A_3731	rod shape-determining protein MreD	0	0	1.0
	3729782	3728679		-	mreC	EcE24377A_3733	rod shape-determining protein MreC	0	90	1.0
3729429			3729528	+	-	predicted RNA	antisense: mreC	0	1000	1.0
	3730891	3729848		-	mreB	EcE24377A_3734	rod shape-determining protein MreB	0	0	1.0
	3730999	3731187		+	-	EcE24377A_3735	hypothetical protein	0	0	1.0
	3733136	3731196		-	-	EcE24377A_3736	regulatory protein CsrD	0	51	1.0
	3733288	3734262		+	-	EcE24377A_3737	quinone oxidoreductase	0	8	1.0
3734263			3734721	+	-	predicted RNA	-	0	33511	1.0
3734766			3734576	-	-	predicted RNA	-	0	105691	1.0
	3735240	3735710		+	accB	EcE24377A_3739	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	0	0	1.0
	3735721	3737070		+	accC	EcE24377A_3740	acetyl-CoA carboxylase biotin carboxylase subunit	0	0	1.0
	3737179	3737421		+	-	EcE24377A_3741	hypothetical protein	0	0	1.0
	3737411	3738862		+	panF	EcE24377A_3742	sodium/panthothenate symporter	0	68	1.0
3738236			3738137	-	-	predicted RNA	antisense: panF	0	1000	1.0
3738874	3738874	3739755	3739755	+	prmA	EcE24377A_3743	50S ribosomal protein L11 methyltransferase	0	113	1.0
3739881			3739782	-	-	predicted RNA	antisense: EcE24377A_3744	0	1000	1.0
	3739820	3739912		+	-	EcE24377A_3744	hypothetical protein	0	0	1.0
	3740084	3741049		+	dusB	EcE24377A_3745	tRNA-dihydrouridine synthase B	0	40	0.0
3741050	3741075	3741371	3741371	+	fis	EcE24377A_3746	DNA-binding protein Fis	0	121	0.0
3741350			3741251	-	-	predicted RNA	antisense: fis	0	1000	1.0
3741457	3741457	3742341	3742341	+	-	EcE24377A_3747	methyltransferase	0	112	1.0
	3742398	3742604		+	-	EcE24377A_3748	hypothetical protein	0	0	1.0
	3743269	3742607		-	-	EcE24377A_3749	DNA-binding transcriptional regulator EnvR	0	0	1.0
	3743668	3744825		+	acrE	EcE24377A_3750	acriflavine resistance protein E	0	0	1.0
	3744837	3747941		+	acrF	EcE24377A_3751	acriflavine resistance protein F	0	0	1.0
	3748194	3748415		+	-	EcE24377A_3752	lipoprotein	0	0	1.0
	3748641	3748817		+	-	EcE24377A_3753	hypothetical protein	0	0	1.0
	3748846	3749871	3749871	+	-	EcE24377A_3754	amino acid ABC transporter substrate-binding protein	39	0	0.0
	3749939	3751120		+	-	EcE24377A_3755	His/Glu/Gln/Arg/opine ABC transporter permease	0	0	1.0
	3751130	3752233		+	-	EcE24377A_3756	His/Glu/Gln/Arg/opine ABC transporter permease	0	0	1.0
	3752241	3752999		+	-	EcE24377A_3757	amino acid ABC transporter ATP-binding protein	0	81	0.0
3753000			3753037	+	-	predicted RNA	-	0	1000	0.0
3753346			3753228	-	-	EcE24377A_r01	5S ribosomal RNA	0	773	0.0
3753460			3753385	-	-	EcE24377A_5073	Thr tRNA	0	0	1.0
3753592			3753473	-	rrfC	EcE24377A_5074	5S ribosomal RNA	0	0	1.0
3756608			3753685	-	rrlC	EcE24377A_5075	23S ribosomal RNA	0	0	1.0
3756847			3756772	-	-	EcE24377A_5076	Ala tRNA	0	0	1.0
3756966			3756890	-	-	EcE24377A_5077	Ile tRNA	0	0	1.0
3758576			3757035	-	rrsC	EcE24377A_5078	16S ribosomal RNA	0	0	1.0
3758722	3758722	3759603	3759603	+	-	EcE24377A_3763	hypothetical protein	0	22842	1.0
	3759836	3759579		-	-	EcE24377A_3762	hypothetical protein	0	0	1.0
	3760651	3759833		-	aroE	EcE24377A_3764	shikimate 5-dehydrogenase	0	0	1.0
	3761273	3760656		-	-	EcE24377A_3765	ribosome maturation factor	0	0	1.0
	3761775	3761233		-	-	EcE24377A_3766	topoisomerase DNA-binding C4 zinc finger domain-containing protein	0	0	1.0
	3762277	3761804		-	smg	EcE24377A_3767	hypothetical protein	0	0	1.0
	3763373	3762249		-	dprA	EcE24377A_3768	DNA protecting protein DprA	0	0	1.0
	3763503	3764012		+	def	EcE24377A_3769	peptide deformylase	0	0	1.0
	3764027	3764974		+	fmt	EcE24377A_3770	methionyl-tRNA formyltransferase	0	0	1.0
	3765020	3766309		+	rsmB	EcE24377A_3771	16S rRNA methyltransferase GidB	0	0	1.0
	3766331	3767707		+	trkA	EcE24377A_3772	potassium transporter peripheral membrane protein	0	0	1.0
	3767837	3768247		+	mscL	EcE24377A_3774	large-conductance mechanosensitive channel	0	0	1.0
	3768462	3768244		-	-	EcE24377A_3773	hypothetical protein	0	0	1.0
	3768943	3768518		-	zntR	EcE24377A_3775	zinc-responsive transcriptional regulator	0	0	1.0
	3769322	3768954		-	-	EcE24377A_3776	hypothetical protein	0	0	1.0
	3769812	3769429		-	rplQ	EcE24377A_3777	50S ribosomal protein L17	0	0	1.0
	3770842	3769853		-	rpoA	EcE24377A_3778	DNA-directed RNA polymerase subunit alpha	0	0	1.0
3771488	3771488	3770868	3770868	-	rpsD	EcE24377A_3779	30S ribosomal protein S4	134	0	0.0
	3771911	3771522	3771522	-	rpsK	EcE24377A_3780	30S ribosomal protein S11	256	0	0.0
3771927			3771912	-	-	predicted RNA	-	277	0	0.0
3772284	3772284	3771928	3771928	-	rpsM	EcE24377A_3781	30S ribosomal protein S13	57	0	0.0
3772430			3772372	-	-	predicted RNA	-	833	0	0.0
3770761			3770955	+	-	predicted RNA	antisense: rpoA rpsD	427	0	0.0
3771361			3771583	+	-	predicted RNA	antisense: rpsK rpsD	373	0	0.0
3771794			3771943	+	-	predicted RNA	antisense: rpsK rpsM	277	0	0.0
3772254			3772403	+	-	predicted RNA	antisense: rpsM	833	0	0.0
3772547	3772547	3772431		-	rpmJ	EcE24377A_3782	50S ribosomal protein L36	648	0	0.0
3772556			3772705	+	-	predicted RNA	antisense: secY	277	0	0.0
3773910	3773910	3772579	3772579	-	secY	EcE24377A_3783	preprotein translocase subunit SecY	62	0	0.0
3773306			3773454	+	-	predicted RNA	antisense: secY	277	0	0.0
	3774352	3773918	3773918	-	rplO	EcE24377A_3784	50S ribosomal protein L15	89	0	0.0
3774136			3774285	+	-	predicted RNA	antisense: rplO	277	0	0.0
	3774535	3774356		-	rpmD	EcE24377A_3785	50S ribosomal protein L30	10	0	1.0
	3775042	3774539		-	rpsE	EcE24377A_3786	30S ribosomal protein S5	0	0	1.0
	3775410	3775057		-	rplR	EcE24377A_3787	50S ribosomal protein L18	0	0	1.0
	3775953	3775420		-	rplF	EcE24377A_3788	50S ribosomal protein L6	0	0	1.0
	3776358	3775966		-	rpsH	EcE24377A_3789	30S ribosomal protein S8	0	0	1.0
	3776697	3776392		-	rpsN	EcE24377A_3790	30S ribosomal protein S14	0	0	1.0
	3777251	3776712		-	rplE	EcE24377A_3791	50S ribosomal protein L5	0	0	1.0
3777165			3777321	+	-	predicted RNA	antisense: rplE rplX	1059	0	0.0
3777580	3777580	3777266	3777266	-	rplX	EcE24377A_3792	50S ribosomal protein L24	396	0	0.0
	3777962	3777591		-	rplN	EcE24377A_3793	50S ribosomal protein L14	0	0	1.0
	3778381	3778127		-	rpsQ	EcE24377A_3794	30S ribosomal protein S17	0	0	1.0
	3778572	3778381		-	rpmC	EcE24377A_3795	50S ribosomal protein L29	0	0	1.0
	3778982	3778572		-	rplP	EcE24377A_3796	50S ribosomal protein L16	0	0	1.0
	3779696	3778995		-	rpsC	EcE24377A_3797	30S ribosomal protein S3	0	0	1.0
	3780046	3779714		-	rplV	EcE24377A_3798	50S ribosomal protein L22	0	0	1.0
	3780339	3780061		-	rpsS	EcE24377A_3799	30S ribosomal protein S19	0	0	1.0
3781177	3781177	3780356	3780356	-	rplB	EcE24377A_3800	50S ribosomal protein L2	50	0	0.0
	3781497	3781195		-	rplW	EcE24377A_3801	50S ribosomal protein L23	0	0	1.0
	3782099	3781494		-	rplD	EcE24377A_3802	50S ribosomal protein L4	0	0	1.0
	3782739	3782110		-	rplC	EcE24377A_3803	50S ribosomal protein L3	0	0	1.0
	3783083	3782772		-	rpsJ	EcE24377A_3804	30S ribosomal protein S10	0	0	1.0
	3783462	3783929		+	-	EcE24377A_3806	A24 family peptidase	0	0	1.0
	3784402	3783926		-	bfr	EcE24377A_3805	bacterioferritin	0	0	1.0
	3784669	3784475		-	bfd	EcE24377A_3807	bacterioferritin-associated ferredoxin	0	0	1.0
	3786036	3784852		-	tuf1	EcE24377A_3808	elongation factor Tu	0	0	1.0
	3788221	3786107		-	fusA	EcE24377A_3809	elongation factor G	0	0	1.0
	3788788	3788318		-	rpsG	EcE24377A_3810	30S ribosomal protein S7	0	0	1.0
	3789259	3788885		-	rpsL	EcE24377A_3811	30S ribosomal protein S12	0	0	1.0
	3789672	3789385		-	dsrH	EcE24377A_3812	sulfur transfer complex subunit TusB	0	0	1.0
	3790039	3789680		-	tusC	EcE24377A_3813	sulfur relay protein TusC	0	0	1.0
	3790425	3790039		-	tusD	EcE24377A_3814	sulfur transfer complex subunit TusD	0	0	1.0
	3791147	3790425		-	-	EcE24377A_3815	hypothetical protein	0	0	1.0
	3792126	3791314		-	fkpA	EcE24377A_3816	FKBP-type peptidylprolyl isomerase	0	0	1.0
	3792347	3792565		+	-	EcE24377A_3817	hypothetical protein	0	0	1.0
	3793204	3792614		-	slyD	EcE24377A_3818	FKBP-type peptidylprolyl isomerase	0	0	1.0
	3793499	3793299		-	-	EcE24377A_3819	hypothetical protein	0	0	1.0
	3795314	3793509		-	kefB	EcE24377A_3820	glutathione-regulated potassium-efflux system protein KefB	0	0	1.0
	3795868	3795314		-	kefG	EcE24377A_3821	glutathione-regulated potassium-efflux system ancillary protein KefG	0	0	1.0
	3795996	3797909		+	-	EcE24377A_3822	ABC transporter ATP-binding protein	0	0	1.0
	3797909	3798931		+	-	EcE24377A_3823	hydrolase	0	0	1.0
	3798925	3799143		+	-	EcE24377A_3824	hypothetical protein	0	0	1.0
3799197	3799197	3800066	3800066	+	-	EcE24377A_3825	phosphoribulokinase/uridine kinase	0	114	1.0
3800059			3799960	-	-	predicted RNA	antisense: EcE24377A_3825	0	1000	1.0
	3800525	3800121		-	-	EcE24377A_3826	hypothetical protein	0	0	1.0
	3800827	3801459		+	crp	EcE24377A_3827	cAMP-regulatory protein	0	0	1.0
	3801510	3803600		+	-	EcE24377A_3828	hypothetical protein	0	0	1.0
	3804887	3803667		-	argD	EcE24377A_3829	bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase	0	0	1.0
	3805536	3804973		-	pabA	EcE24377A_3830	para-aminobenzoate synthase component II	0	0	1.0
3806215	3806170	3805568	3805568	-	fic	EcE24377A_3831	cell filamentation protein Fic	0	225	0.0
3806431			3806375	-	-	predicted RNA	-	0	1000	0.0
	3807004	3806432		-	ppiA	EcE24377A_3832	peptidyl-prolyl cis-trans isomerase A	0	75	0.0
	3807275	3808456		+	tsgA	EcE24377A_3833	hypothetical protein	0	0	1.0
	3808765	3808589		-	-	EcE24377A_3834	hypothetical protein	0	0	1.0
	3808718	3811261		+	nirB	EcE24377A_3835	nitrite reductase [NAD(P)H], large subunit	0	0	1.0
	3811258	3811584		+	nirD	EcE24377A_3836	nitrite reductase small subunit	0	0	1.0
	3811711	3812517		+	nirC	EcE24377A_3837	nitrite transporter NirC	0	0	1.0
	3812536	3813909		+	cysG	EcE24377A_3838	siroheme synthase	0	0	1.0
	3814156	3814323		+	-	EcE24377A_3839	lipoprotein	0	0	1.0
3814491			3814566	+	-	predicted RNA	-	0	1000	0.0
	3814567	3815955		+	frlA	EcE24377A_3840	fructoselysine transporter	0	17	7.654746902678586E-179
3814811			3814712	-	-	predicted RNA	antisense: frlA	0	1000	1.0
	3815955	3816998		+	frlB	EcE24377A_3841	fructoselysine-6-P-deglycase	0	0	1.0
	3817048	3817878		+	-	EcE24377A_3842	fructoselysine 3-epimerase	0	0	1.0
	3817875	3818660		+	-	EcE24377A_3843	fructoselysine 6-kinase	0	0	1.0
	3818760	3819491		+	frlR	EcE24377A_3844	DNA-binding transcriptional regulator FrlR	0	0	1.0
	3820728	3819643		-	-	EcE24377A_3845	hypothetical protein	0	0	1.0
	3822044	3820740		-	-	EcE24377A_3846	hypothetical protein	0	0	1.0
	3822409	3822056		-	-	EcE24377A_3847	hypothetical protein	0	0	1.0
	3823298	3822420		-	-	EcE24377A_3848	hydrolase	0	0	1.0
	3824521	3823295		-	-	EcE24377A_3849	mutase	0	0	1.0
	3825684	3824521		-	-	EcE24377A_3850	alanine racemase	0	0	1.0
	3826130	3825768		-	-	EcE24377A_3851	hypothetical protein	0	0	1.0
	3827052	3826147		-	-	EcE24377A_3852	hypothetical protein	0	0	1.0
	3828325	3827321		-	trpS	EcE24377A_3853	tryptophanyl-tRNA synthetase	0	0	1.0
	3829076	3828318		-	gph	EcE24377A_3854	phosphoglycolate phosphatase	0	0	1.0
	3829746	3829069		-	rpe	EcE24377A_3855	ribulose-phosphate 3-epimerase	0	0	1.0
	3830600	3829764		-	dam	EcE24377A_3857	DNA adenine methylase	0	0	1.0
3831984	3831984	3830707	3830707	-	damX	EcE24377A_3858	hypothetical protein	65	0	0.0
	3833164	3832076	3832076	-	aroB	EcE24377A_3859	3-dehydroquinate synthase	4478	0	1.0
3833220			3833165	-	-	predicted RNA	-	23234	0	0.0
	3833742	3833221	3833221	-	aroK	EcE24377A_3860	shikimate kinase I	758	0	1.0
3833773			3833743	-	-	predicted RNA	-	277	0	0.0
3823747			3837548	+	-	predicted RNA	antisense: aroK hofQ rpe damX EcE24377A_3851 EcE24377A_3862 EcE24377A_3850 aroB EcE24377A_3852 EcE24377A_3863 EcE24377A_3865 dam EcE24377A_3849 trpS gph hofM	401	0	1.0
	3835381	3834143		-	hofQ	EcE24377A_3861	outer membrane porin HofQ	0	0	1.0
	3835697	3835293		-	-	EcE24377A_3862	hypothetical protein	0	0	1.0
	3836127	3835687		-	-	EcE24377A_3863	hypothetical protein	0	0	1.0
	3836650	3836111		-	-	EcE24377A_3865	PilN family protein	0	0	1.0
	3837429	3836650		-	hofM	EcE24377A_3866	HofM protein	0	0	1.0
	3837549	3840101		+	mrcA	EcE24377A_3867	peptidoglycan synthetase	0	0	1.0
	3840826	3840266		-	nudE	EcE24377A_3868	ADP-ribose diphosphatase NudE	0	0	1.0
	3841030	3841149		+	-	EcE24377A_3869	hypothetical protein	0	0	1.0
	3841146	3843281		+	-	EcE24377A_3870	hypothetical protein	0	0	1.0
	3843346	3844014		+	-	EcE24377A_3871	HAD family hydrolase	0	0	1.0
	3844025	3844426		+	hslR	EcE24377A_3872	ribosome-associated heat shock protein Hsp15	0	0	1.0
3844445	3844445	3845329	3845329	+	hslO	EcE24377A_3873	Hsp33-like chaperonin	47	0	0.0
3845330			3847566	+	-	predicted RNA	antisense: EcE24377A_3875 EcE24377A_3874 EcE24377A_3876	5	0	1.0
	3847188	3845464		-	-	EcE24377A_3874	hypothetical protein	0	0	1.0
	3847313	3847194		-	-	EcE24377A_3875	hypothetical protein	0	0	1.0
	3847395	3847264		-	-	EcE24377A_3876	hypothetical protein	0	0	1.0
	3847567	3849189		+	pckA	EcE24377A_3877	phosphoenolpyruvate carboxykinase	17	0	0.0
	3850617	3849265		-	envZ	EcE24377A_3878	osmolarity sensor protein	0	0	1.0
	3851333	3850614		-	ompR	EcE24377A_3879	osmolarity response regulator	0	0	1.0
3851249			3851348	+	-	predicted RNA	antisense: ompR	0	1000	1.0
3851425			3851524	+	-	predicted RNA	-	0	1000	1.0
3851780			3851556	-	-	predicted RNA	antisense: greB	0	888	0.0
	3851561	3852037		+	greB	EcE24377A_3880	transcription elongation factor GreB	0	0	1.0
	3852134	3854455		+	yhgF	EcE24377A_3881	protein yhgF	0	0	1.0
	3854490	3854582		+	-	EcE24377A_3882	hypothetical protein	0	0	1.0
	3854893	3855120		+	feoA	EcE24377A_3883	ferrous iron transport protein A	0	0	1.0
	3855137	3857458		+	feoB	EcE24377A_3884	ferrous iron transport protein B	0	0	1.0
	3857458	3857694		+	-	EcE24377A_3885	hypothetical protein	0	0	1.0
	3857897	3858775		+	-	EcE24377A_3886	hypothetical protein	0	0	1.0
	3859574	3858804		-	-	EcE24377A_3887	carboxylesterase BioH	0	0	1.0
	3859612	3860295		+	gntX	EcE24377A_3888	gluconate periplasmic binding protein	0	0	1.0
	3860354	3860929		+	gntY	EcE24377A_3889	DNA uptake protein	0	0	1.0
	3861182	3861274		+	-	EcE24377A_3890	hypothetical protein	0	0	1.0
	3861290	3862606		+	gntT	EcE24377A_3891	high-affinity gluconate transporter	0	0	1.0
	3864735	3862651		-	malQ	EcE24377A_3892	4-alpha-glucanotransferase	0	0	1.0
	3867138	3864745		-	malP	EcE24377A_3893	maltodextrin phosphorylase	0	0	1.0
	3867750	3870455		+	malT	EcE24377A_3894	transcriptional regulator MalT	0	0	1.0
	3871514	3870498		-	rtcA	EcE24377A_3895	RNA 3'-terminal-phosphate cyclase	0	0	1.0
	3871062	3872183		+	-	EcE24377A_3897	hypothetical protein	0	0	1.0
	3872744	3871518		-	rtcB	EcE24377A_3896	RtcB protein	0	0	1.0
	3872933	3874531		+	rtcR	EcE24377A_3899	sigma-54 dependent transcriptional regulator RtcR	0	0	1.0
	3875271	3874513		-	glpR	EcE24377A_3898	DNA-binding transcriptional repressor GlpR	0	0	1.0
	3876118	3875288		-	-	EcE24377A_3900	intramembrane serine protease GlpG	0	0	1.0
	3876489	3876163		-	glpE	EcE24377A_3901	thiosulfate sulfurtransferase	0	0	1.0
	3876679	3878184		+	glpD	EcE24377A_3902	glycerol-3-phosphate dehydrogenase	0	0	1.0
	3878843	3878238		-	-	EcE24377A_3903	hypothetical protein	0	0	1.0
	3879613	3878846		-	-	EcE24377A_3904	hypothetical protein	0	0	1.0
	3880326	3879616		-	-	EcE24377A_3905	hypothetical protein	0	0	1.0
	3881846	3880341		-	-	EcE24377A_3906	hypothetical protein	0	66	1.0
	3884421	3881974		-	glgP	EcE24377A_3907	glycogen phosphorylase	0	0	1.0
	3885873	3884440		-	glgA	EcE24377A_3908	glycogen synthase	0	0	1.0
	3887168	3885873		-	glgC	EcE24377A_3909	glucose-1-phosphate adenylyltransferase	0	0	1.0
	3889159	3887186	3887186	-	glgX	EcE24377A_3910	glycogen debranching protein	126	0	0.0
3887214			3887443	+	-	predicted RNA	antisense: glgX	1084	0	0.0
3888421			3888520	+	-	predicted RNA	antisense: glgX	0	1000	1.0
3891342	3891342	3889156		-	glgB	EcE24377A_3911	glycogen branching protein	57	0	0.0
3890671			3890820	+	-	predicted RNA	antisense: glgB	833	0	0.0
	3892718	3891615		-	asd	EcE24377A_3912	aspartate-semialdehyde dehydrogenase	0	0	1.0
	3892911	3893504		+	-	EcE24377A_3913	dITP- and XTP- hydrolase	0	0	1.0
	3894901	3893561		-	gntU	EcE24377A_3914	low affinity gluconate transporter	0	0	1.0
	3895432	3894905		-	gntK	EcE24377A_3915	gluconate kinase	0	0	1.0
	3896566	3895571		-	gntR	EcE24377A_3916	GntR family transcriptional regulator	0	0	1.0
	3897485	3896790		-	-	EcE24377A_3917	pirin	0	2	1.0
3897583			3897486	-	-	predicted RNA	-	0	1000	0.0
3897236			3897335	+	-	predicted RNA	antisense: EcE24377A_3917	0	1000	1.0
	3898645	3897608		-	-	EcE24377A_3918	dehydrogenase	0	0	1.0
	3898556	3898744		+	-	EcE24377A_3919	hypothetical protein	0	0	1.0
	3898978	3899466		+	-	EcE24377A_3920	acetyltransferase YhhY	0	0	1.0
	3899703	3900881		+	-	EcE24377A_3921	HNH endonuclease domain-containing protein	0	0	1.0
	3900878	3901372		+	-	EcE24377A_3922	hypothetical protein	0	0	1.0
	3901822	3902106		+	-	EcE24377A_3923	hypothetical protein	0	0	1.0
	3903877	3902144		-	ggt	EcE24377A_3924	gamma-glutamyltranspeptidase	0	0	1.0
	3903843	3903965		+	-	EcE24377A_3925	hypothetical protein	0	0	1.0
	3903998	3904438		+	-	EcE24377A_3927	hypothetical protein	0	0	1.0
	3905168	3904425		-	ugpQ	EcE24377A_3926	glycerophosphodiester phosphodiesterase	0	0	1.0
	3906235	3905165		-	ugpC	EcE24377A_3928	glycerol-3-phosphate transporter ATP-binding subunit	0	0	1.0
	3907082	3906237		-	-	EcE24377A_3929	glycerol-3-phosphate transporter membrane protein	0	0	1.0
	3907966	3907079		-	ugpA	EcE24377A_3930	glycerol-3-phosphate transporter permease	0	0	1.0
	3909380	3908064		-	ugpB	EcE24377A_3931	glycerol-3-phosphate transporter periplasmic binding protein	0	0	1.0
	3909710	3909594		-	-	EcE24377A_3932	hypothetical protein	0	0	1.0
	3910478	3909777		-	livF	EcE24377A_3933	leucine/isoleucine/valine transporter ATP-binding subunit	0	0	1.0
	3911259	3910492		-	livG	EcE24377A_3934	leucine/isoleucine/valine transporter ATP-binding subunit	0	0	1.0
	3912533	3911256		-	livM	EcE24377A_3935	leucine/isoleucine/valine transporter permease subunit	0	0	1.0
	3913456	3912530		-	livH	EcE24377A_3936	branched-chain amino acid transporter permease subunit LivH	0	0	1.0
3914613	3914613	3913504	3913504	-	livK	EcE24377A_3937	high-affinity branched-chain amino acid ABC transporter periplasmic leucine-specific-binding protein LivK	186	0	0.0
3913570			3913719	+	-	predicted RNA	antisense: livK	555	0	0.0
	3914902	3914765		-	-	EcE24377A_3938	hypothetical protein	0	0	1.0
	3915037	3915420		+	-	EcE24377A_3940	acetyltransferase	0	0	1.0
